index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
438,1,flourishing,29,"In many of these countries , voters are restive as democracy fails to ease the problems of economic stagnation , onerous debt and the massive corruption that accompanies the flourishing drug trade .","In many of these countries , voters are restive as democracy fails to ease the problems of economic stagnation , onerous debt and the massive corruption that accompanies the [Mask] drug trade .","They appear in the internecine killing between different mafia groups , and the killing of judges , journalists , police and government leaders opposed to the drug traffic .",killing,13
439,1,flourish,5,"A talent like his would flourish best in a relatively genteel and restrained political culture -- or , failing that , in a parliamentary system where he could be handed a safe seat and told to stop worrying .","A talent like his would [Mask] best in a relatively genteel and restrained political culture -- or , failing that , in a parliamentary system where he could be handed a safe seat and told to stop worrying .",But the resolution probably rests more on politics than on flying skill and commercial expertise .,flying,10
440,1,target,9,Mr. Story thinks Mr. Holmes a Court will soon target acquisitions .,Mr. Story thinks Mr. Holmes a Court will soon [Mask] acquisitions .,"According to Mr. Gage , Mr. Mulheren later told police , several of whom are friends of his , that he would kill Messrs .",kill,22
441,1,eat,36,"With its latest acquisition , Cartier , which is 46.8 % -owned by Rothmans International PLC of Britain , will control more than 40 % of the $ 2.2 billion international luxury-watch market and aims to eat into the market share of the other leader , Rolex , Mr. Perrin said .","With its latest acquisition , Cartier , which is 46.8 % -owned by Rothmans International PLC of Britain , will control more than 40 % of the $ 2.2 billion international luxury-watch market and aims to [Mask] into the market share of the other leader , Rolex , Mr. Perrin said .","The Nestle spokesman rebutted the anti-monopoly charge , noting that Perulac has only a 15 % share of the evaporated milk market .",evaporated,19
442,0,plowed,1,"He plowed afoot behind a mule , picked cotton and hoed peanuts .","He [Mask] afoot behind a mule , picked cotton and hoed peanuts .","When Chief Gates plowed into the front room , which also served as a play area , the only people inside were two women and three small children , two of whom were eating ice cream .",plowed,3
443,1,destroys,1,"This destroys cancerous cells but also wipes out the patient 's `` good '' white blood cells that guard the immune system , leaving a patient vulnerable for almost a month to death by infection .","This [Mask] cancerous cells but also wipes out the patient 's `` good '' white blood cells that guard the immune system , leaving a patient vulnerable for almost a month to death by infection .","It kills the parasite residing in red blood cells and has few side effects , SmithKline said .",kills,1
444,1,besieged,2,"A Congress besieged by special interests passed Smoot-Hawley , and a Republican President too sensitive to business interests signed it .","A Congress [Mask] by special interests passed Smoot-Hawley , and a Republican President too sensitive to business interests signed it .","After such warfare killed or maimed millions in World War I , public horror brought an international agreement in 1925 to ban it forever .",killed,3
445,0,cooled,4,The mold is then cooled and dried and the lid peeled off .,The mold is then [Mask] and dried and the lid peeled off .,It pours toilet paper in parts of Michigan .,pours,1
446,0,cooling,7,They can generate such heat they need cooling fans ; trunk-mounting avoids turning the passenger compartment into a blast furnace .,They can generate such heat they need [Mask] fans ; trunk-mounting avoids turning the passenger compartment into a blast furnace .,The result: Some car makers are cooling their hot rods .,cooling,6
447,1,eat,33,"Here is how it works: Conventional plastics are composed of repeating hydrocarbon molecules , called polymers , which are derived from petroleum . -LRB- The lengthy chains are too long for micro-organisms to eat ; that is what makes plastic so resistant to decay. -RRB-/-RRB-","Here is how it works: Conventional plastics are composed of repeating hydrocarbon molecules , called polymers , which are derived from petroleum . -LRB- The lengthy chains are too long for micro-organisms to [Mask] ; that is what makes plastic so resistant to decay. -RRB-/-RRB-",Federal researchers are exploring a possible new biological weapon against cells infected with the virus that causes AIDS. Scientists at the National Institutes of Health are studying a chemical that seeks and kills AIDS-infected blood cells without harming healthy ones .,kills,32
448,1,flourishing,13,"Imports grew at a fast rate , he said , because of the flourishing re-export trade and , to a lesser extent , because of strong domestic demand .","Imports grew at a fast rate , he said , because of the [Mask] re-export trade and , to a lesser extent , because of strong domestic demand .","Also , many farmers have planted soybeans amid their ruined wheat crop , possibly bolstering production .",planted,5
449,0,cooled,21,"Japanese companies already are at the forefront of development of an older generation of superconductors , those that have to be cooled almost to absolute zero .","Japanese companies already are at the forefront of development of an older generation of superconductors , those that have to be [Mask] almost to absolute zero .","As to competitive advantages from devaluation , they will evaporate quickly .",evaporate,9
450,0,flying,8,"In ground tests , parts keep fracturing and flying apart .","In ground tests , parts keep fracturing and [Mask] apart .","Despite the potential drawbacks , the networks are plowing ahead .",plowing,8
451,0,pump,14,"Under the pact , Ashland will treat the contaminated soil , and it will pump and treat ground water to meet drinking-water standards , among other things .","Under the pact , Ashland will treat the contaminated soil , and it will [Mask] and treat ground water to meet drinking-water standards , among other things .",The EPA has targeted hundreds of sites across the country for cleanup of hazardous materials under its Superfund program .,targeted,3
